KundenNr,Nachname,Bonitaet,Land,Geschlecht,Alter,Dauer,Konto,NrProdukte,HatCrKarte,Aktiv,Gesch_Einkommen,Austritt
139776236,Holbrook,754,England,f,50,7,146777.44,2,0,1,150685.52,0
139694387,Fuller,425,England,f,39,5,0.0,2,1,0,140941.47,0
139820156,Sergeyev,633,Deutschland,m,35,3,0.0,2,1,1,36249.76,0
139700863,Hughes,795,Deutschland,f,40,2,101891.1,1,1,1,183044.86,0
139874016,Ting,680,England,f,34,7,0.0,2,1,0,98949.85,0
139710337,Kao,784,England,m,38,10,122267.85,1,0,0,145759.93,0
139839453,Ashton,485,Deutschland,m,37,5,0.0,2,0,1,170226.47,0
139838804,Ogbonnaya,547,Deutschland,f,51,1,0.0,2,1,1,56908.41,0
139861407,Zhou,610,Deutschland,f,27,4,87262.4,2,1,0,182720.07,0
139753973,Cremonesi,706,Frankreich,f,47,10,144090.42,1,1,0,140938.95,1
139698117,Ham,663,England,f,58,5,216109.88,1,0,1,74176.71,1
139771706,Hsueh,622,Deutschland,m,40,4,99799.76,2,1,0,197372.13,0
139681067,Ts'ao,671,Frankreich,f,31,6,105864.6,2,1,0,145567.34,0
139832079,Oluchukwu,628,Deutschland,f,50,4,143054.56,1,0,1,109608.81,1
139770541,Aksenov,669,Deutschland,m,30,7,95128.86,1,0,0,19799.26,0
139817837,Bianchi,609,Deutschland,m,53,7,0.0,2,0,1,52332.85,0
139752360,Madukaego,633,Deutschland,m,43,5,0.0,2,1,1,48249.88,0
139713994,Fallaci,667,England,m,39,9,0.0,2,1,0,68873.8,0
139831221,Barry,577,Deutschland,f,32,1,0.0,2,1,0,9902.39,0
139868435,Allan,701,Deutschland,m,37,1,0.0,2,1,0,163457.55,0
139899327,Jamieson,692,Deutschland,f,30,7,0.0,2,1,1,18826.34,0
139801135,Kruglova,598,Frankreich,m,19,3,150348.37,1,1,1,173784.04,0
139721714,Parkinson,684,England,f,42,3,103210.27,1,1,0,31002.03,0
139783499,Trevisani,710,Frankreich,m,43,2,140080.32,3,1,1,157908.19,1
139840681,Hammonds,631,Frankreich,m,48,1,106396.48,1,1,1,150661.42,1
139924465,Giles,531,England,m,70,1,0.0,2,0,0,99503.19,0
139874506,Dawson,685,England,f,25,10,128509.63,1,1,0,121562.33,0
139717519,Gerasimov,718,Frankreich,m,63,7,123204.88,1,1,1,100538.8,0
139913811,Chinwenma,608,Deutschland,f,47,6,0.0,1,1,1,126012.57,0
139822505,Kerr,633,Frankreich,m,40,5,86172.81,2,1,1,117279.49,0
139807949,Hayes,604,England,m,27,9,101352.78,1,0,0,30252.3,0
139866581,Liu,850,Deutschland,f,32,8,0.0,2,1,1,55593.8,0
139797287,Plant,518,Frankreich,f,35,8,141665.63,1,0,1,192776.64,0
139914300,Lampungmeiua,659,England,f,33,8,115409.6,1,0,1,1539.21,0
139833565,Steigrad,544,Deutschland,f,40,7,0.0,1,0,1,161076.92,0
139768882,Leason,738,Deutschland,m,18,4,0.0,2,1,1,47799.15,0
139704942,Nelson,686,England,f,47,6,0.0,1,1,0,32080.69,1
139704204,Mazzi,710,Deutschland,m,40,5,0.0,2,0,0,162878.96,0
139689539,Law,537,Deutschland,m,26,7,106397.75,1,0,0,103563.23,0
139770211,Chinagorom,547,Deutschland,f,49,2,0.0,1,0,0,65466.93,1
139715958,Snider,737,Frankreich,f,22,10,111543.26,2,0,0,106327.85,0
139827771,Iloerika,501,Deutschland,f,40,2,0.0,2,0,0,141946.92,0
139832746,Ch'ang,640,England,m,34,1,137523.02,1,0,0,24761.36,0
139869202,Parker,807,England,f,28,7,165969.26,3,1,0,156122.13,1
139788158,Otutodilichukwu,640,Deutschland,m,68,9,0.0,2,1,1,199493.38,0
139682727,Kennedy,756,Frankreich,m,32,0,109528.16,2,1,1,56176.31,0
139836952,Taylor,662,Frankreich,m,30,5,115286.68,2,1,1,149587.92,0
139873615,Kenyon,850,Deutschland,f,39,2,0.0,2,1,0,179451.42,0
139747964,Caldwell,744,England,f,30,1,124037.28,1,1,1,142210.94,0
139681388,Amaechi,509,England,m,29,1,0.0,2,1,0,69113.14,0
139839146,Burton,773,Frankreich,m,34,10,126979.75,1,0,0,36823.28,0
139754439,Navarrete,546,Frankreich,f,42,9,86351.85,2,1,0,57380.13,0
139741792,Moore,543,England,m,23,5,0.0,2,1,0,117832.39,0
139768582,Bailey,652,Deutschland,f,40,8,84390.8,2,0,1,107876.2,0
139913210,Mai,784,England,f,40,8,0.0,2,1,0,108891.3,0
139800765,Goodwin,641,England,m,31,3,153316.14,1,1,0,59927.99,0
139884765,Tsou,536,Frankreich,f,44,4,121898.82,1,0,0,131007.18,0
139712151,Miller,640,England,f,34,3,77826.8,1,1,1,168544.85,0
139748581,Burke,660,Deutschland,m,34,1,0.0,2,1,0,9692.58,0
139768727,Landman,674,Frankreich,m,47,6,106901.94,1,1,1,2079.2,1
139799707,Bennetts,629,Deutschland,f,43,0,0.0,2,1,1,41263.69,0
139824975,Murphy,646,Frankreich,f,29,4,105957.44,1,1,0,15470.91,0
139705137,Vinogradova,814,Deutschland,m,49,8,0.0,2,0,0,157822.54,0
139815611,Williamson,535,Frankreich,m,38,8,127475.24,1,0,0,60775.76,1
139913824,Onyekachukwu,461,Frankreich,f,34,5,63663.93,1,0,1,167784.28,0
139793201,Kwemtochukwu,525,England,f,25,10,0.0,2,1,0,69361.95,0
139795810,Ferri,555,England,m,27,5,0.0,2,0,0,96398.51,0
139923450,Tsao,670,England,m,25,6,0.0,2,1,1,78358.94,0
139849404,Hill,509,Frankreich,f,29,0,107712.57,2,1,1,92898.17,0
139769046,Lucchesi,850,Deutschland,f,35,6,81684.97,1,1,0,824.0,0
139910328,Kiernan,585,Deutschland,m,56,4,138227.19,2,1,1,55287.84,0
139710521,Chibueze,619,Frankreich,f,41,5,92467.58,1,1,0,38270.47,0
139749602,Palerma,649,England,f,36,6,86607.39,1,0,0,19825.09,0
139789776,Koger,683,Deutschland,f,26,7,0.0,2,1,0,86619.77,0
139852537,Blesing,693,Deutschland,m,21,1,0.0,2,1,1,3494.02,0
139875341,Fanucci,568,England,f,46,3,0.0,2,1,1,29372.62,0
139809474,Romero,587,Frankreich,f,39,6,101851.8,2,1,0,7103.71,0
139756546,Ifeatu,812,Frankreich,m,25,5,54817.55,1,1,0,131660.31,0
139850105,Shah,652,Frankreich,m,41,9,159434.03,1,1,0,178373.93,0
139742782,Uspenskaya,791,Deutschland,m,28,4,0.0,1,1,0,174435.48,0
139907661,Kudryashova,814,Frankreich,m,29,1,131968.57,2,1,1,147693.92,0
139907756,McCall,662,Deutschland,f,36,4,166909.2,2,1,0,138871.12,1
139841931,Miah,516,England,f,27,1,0.0,1,0,1,112311.15,0
139833793,Yuryeva,627,Frankreich,f,37,7,147361.57,1,1,1,133031.96,0
139911268,Nwankwo,583,Deutschland,f,44,8,0.0,2,1,1,27431.62,0
139826077,Chuang,837,Deutschland,m,26,4,89900.24,2,1,0,175477.03,0
139842689,Beck,628,England,m,40,10,0.0,2,1,0,103832.58,0
139677937,Hung,487,Deutschland,m,45,2,0.0,2,1,0,77475.73,0
139892159,Threatt,686,Frankreich,m,39,3,129626.19,2,1,1,103220.56,0
139714294,Zack,629,Deutschland,m,40,9,0.0,1,1,0,106.67,0
139874172,Kinney,745,Frankreich,f,28,1,111071.36,1,1,0,73275.96,1
139827525,Massie,703,England,m,39,6,152685.4,1,0,0,183656.12,0
139703190,Hu,705,Deutschland,m,32,3,0.0,2,0,0,129576.99,0
139783053,Giordano,740,Deutschland,m,36,7,0.0,1,1,1,13177.4,0
139809040,Gould,631,Deutschland,m,26,1,149144.61,1,0,1,123697.95,0
139856531,Tsai,443,Frankreich,f,29,9,99027.61,2,1,0,10940.4,0
139923961,Kanayochukwu,657,England,f,37,0,163607.18,1,0,1,44203.55,0
139847697,Tsao,654,Deutschland,m,29,2,91955.61,1,1,0,37065.66,0
139723861,McIntyre,744,Deutschland,f,38,9,0.0,2,0,0,20940.76,0
139837325,Shillito,618,Frankreich,f,40,1,133245.52,2,1,1,54495.82,0
139682687,Pisano,809,England,f,33,3,0.0,2,0,1,141426.78,0
139865317,Ifeanacho,694,Deutschland,m,37,10,143835.47,1,0,1,33326.71,0
139789382,Denisov,584,Deutschland,f,41,3,0.0,2,1,1,160095.48,0
139893564,Kao,610,Deutschland,f,27,2,0.0,2,1,0,14546.76,0
139828224,Nevels,815,Deutschland,m,24,7,171922.72,1,0,1,178028.96,0
139732796,Slone,645,England,f,37,7,0.0,2,1,0,13589.93,0
139734506,Chineze,651,Frankreich,m,35,8,110067.71,1,1,0,127678.95,1
139746075,Uspensky,711,Deutschland,m,38,3,0.0,2,1,0,68487.51,0
139697191,Elliott,585,Frankreich,f,28,9,135337.49,2,1,1,40385.61,0
139823176,Hancock,753,Deutschland,m,48,4,0.0,2,0,1,146821.42,0
139748179,Chiebuka,611,Deutschland,f,53,7,0.0,2,0,1,156495.39,1
139912568,Kuo,627,Deutschland,f,32,1,0.0,1,1,0,106851.7,0
139917989,Chao,517,England,m,46,4,0.0,1,1,0,22372.78,0
139691936,Paterson,469,Deutschland,m,33,1,127818.52,1,1,0,163477.22,0
139701412,Kovalyova,850,Deutschland,m,34,6,0.0,1,0,1,52796.31,0
139921315,Wilson,650,Deutschland,m,32,2,84906.45,1,1,0,163216.48,0
139879736,Mead,614,Deutschland,m,51,3,0.0,2,1,1,5552.37,0
139910922,McMasters,809,England,m,33,9,0.0,1,1,1,124045.65,0
139901317,Greco,712,Deutschland,f,29,3,87375.78,2,0,0,166194.53,0
139918369,Bentley,615,Deutschland,f,35,2,97440.02,2,1,1,139816.1,0
139859297,Ting,749,Deutschland,f,35,3,0.0,3,1,1,132649.85,0
139840820,Ku,798,Deutschland,m,36,1,0.0,2,1,1,159044.1,0
139862251,Liang,790,England,m,46,2,131365.37,2,1,1,180290.68,0
139720918,Hunter,604,England,f,39,7,98544.11,1,1,1,52327.57,0
139738428,Chambers,850,Deutschland,f,39,0,104386.53,1,1,0,105886.77,0
139712418,Chukwuemeka,556,Deutschland,f,54,4,150005.38,1,1,0,157015.5,1
139756420,Onyemauchechi,776,Deutschland,f,31,5,0.0,2,1,0,92647.94,0
139767765,Baresi,571,Frankreich,m,33,3,71843.15,1,1,0,26772.04,0
139883925,Marshall,829,Frankreich,m,28,3,132405.52,3,1,0,104889.2,1
139678401,Perry,667,England,m,39,7,167557.12,1,1,1,41183.02,0
139727374,Gomes,746,Deutschland,f,37,4,0.0,2,0,1,171039.56,0
139799208,Jackson,538,Frankreich,f,42,4,80380.24,1,1,0,119216.46,0
139774881,Hill,688,England,m,36,0,89772.3,1,1,0,177383.68,1
139899268,Hunter,585,Frankreich,m,37,6,152496.82,1,1,1,99907.29,0
139764326,Fang,492,Frankreich,m,39,10,124576.65,2,1,0,148584.61,0
139763245,Swift,632,England,f,39,5,97854.37,2,1,0,93536.38,0
139856860,McIntyre,707,Deutschland,m,58,6,89685.92,1,0,1,126471.13,0
139922929,Webb,634,Frankreich,f,29,8,130036.21,2,0,1,69849.55,0
139846031,Nikitina,684,Deutschland,m,46,0,0.0,2,1,1,36376.97,0
139790896,Duncan,614,Frankreich,f,39,8,125997.22,1,1,1,128049.34,1
139735415,Harris,479,Frankreich,f,23,9,123575.51,1,0,1,95148.28,0
139736618,Eddy,742,Frankreich,f,43,6,97067.69,1,0,1,60920.03,1
139865527,Reid,710,England,m,35,1,106518.52,1,1,1,127951.81,0
139762583,Onio,710,Deutschland,f,32,3,0.0,1,1,0,94790.34,0
139770423,Knox,711,Frankreich,m,26,9,128793.63,1,1,0,19262.05,0
139867306,Jonathan,630,England,f,49,1,0.0,2,0,1,162858.29,0
139850919,Kambinachi,680,Deutschland,f,32,5,0.0,1,1,1,150684.23,0
139822296,Donahue,623,Deutschland,f,24,5,0.0,2,1,0,116160.04,0
139754062,Swayne,603,England,m,46,2,0.0,2,1,0,174478.54,0
139845326,Hsia,604,Deutschland,m,28,7,0.0,2,0,0,58595.64,0
139757480,Swanson,641,Deutschland,m,77,9,0.0,3,1,1,81514.06,0
139722634,Mueller,505,Frankreich,f,37,10,122453.97,2,1,1,52693.99,0
139869220,Hand,636,Deutschland,f,35,2,0.0,2,1,1,23129.46,0
139923634,Y?,553,Deutschland,m,33,4,118082.89,1,0,0,94440.45,0
139817571,Chuang,632,Deutschland,f,21,1,0.0,2,1,0,84008.66,0
139793966,Shao,762,Deutschland,m,20,1,139432.55,1,1,1,85606.83,0
139728577,Docherty,716,Deutschland,m,38,4,0.0,2,1,0,189678.7,0
139919666,Rapuokwu,615,England,m,41,1,126773.43,1,1,1,55551.26,0
139785622,Herbert,513,Frankreich,m,34,7,60515.13,1,0,0,124571.09,0
139905922,Pisani,767,England,m,77,8,149083.7,1,1,1,190146.83,0
139875338,Iweobiegbunam,536,Deutschland,m,32,7,178011.5,2,1,0,22375.14,0
139795739,Marchesi,714,Deutschland,m,34,5,141173.03,1,0,1,98896.06,0
139821548,Brock,581,Frankreich,f,26,3,105099.45,1,1,1,184520.0,1
139692729,Campbell,734,Deutschland,f,40,9,176914.8,1,1,1,12799.23,0
139862898,Madueke,469,Deutschland,f,48,5,0.0,1,1,0,160529.71,1
139916755,White,607,Deutschland,m,45,7,123859.6,1,0,1,113051.57,0
139717115,Burns,694,Deutschland,f,38,5,195926.39,1,1,1,85522.84,0
139924059,Ch'ang,707,Deutschland,f,49,10,0.0,1,1,0,82967.97,1
139814099,Gardner,651,Deutschland,f,33,1,96834.78,1,1,0,108764.69,0
139769252,Ahmed,585,Deutschland,m,55,10,106415.57,3,1,1,122960.98,1
139849275,Gordon,771,England,m,45,0,139825.56,1,0,0,170984.97,1
139789207,Rouse,461,Frankreich,f,74,1,186445.31,2,1,1,196767.83,0
139712473,Grant,777,Frankreich,f,34,5,96693.66,1,1,1,172618.52,0
139826320,Law,662,Deutschland,f,29,10,0.0,2,1,0,137508.31,0
139686390,Richardson,656,Deutschland,m,36,8,97786.08,2,0,1,21478.36,0
139821996,Ch'en,555,Frankreich,m,48,3,142055.41,2,0,1,79134.78,0
139702700,Zuyev,796,Deutschland,m,24,8,0.0,2,1,0,61349.37,0
139773594,Williams,554,Deutschland,m,40,4,0.0,1,0,1,168780.04,0
139868337,Tien,635,Deutschland,m,29,1,0.0,1,0,1,24865.54,0
139737483,Buckley,793,England,m,63,0,0.0,2,0,1,27166.75,0
139749867,Chandler,661,Frankreich,f,35,5,150725.53,2,0,1,113656.85,0
139778577,Ni,446,Deutschland,m,32,8,0.0,2,0,0,133292.94,0
139881272,Nnachetam,534,England,m,51,3,0.0,2,0,1,20856.31,0
139784498,Paling,494,England,m,38,7,0.0,2,1,1,6203.66,0
139908277,Whitehead,652,Frankreich,m,35,7,104015.54,2,1,1,55207.88,0
139811655,Zox,475,Deutschland,f,46,10,0.0,2,0,0,122953.0,1
139805336,Ibrahimova,684,Frankreich,m,59,9,122471.09,1,0,1,15807.07,0
139763183,Chikezie,525,England,f,30,5,0.0,2,0,1,149195.44,0
139762506,Uvarova,524,Frankreich,f,37,9,127480.58,2,1,0,179634.69,0
139719971,Gallo,645,Deutschland,f,68,9,0.0,4,1,1,176353.87,1
139740001,Gidney,447,Deutschland,f,44,5,89188.83,1,1,1,75408.24,0
139720742,Perkins,595,Deutschland,m,29,6,150685.79,1,1,0,87771.06,0
139763343,Hsiung,782,Frankreich,f,53,1,81571.05,1,1,0,182960.46,1
139903285,Chidalu,478,Deutschland,f,32,6,71187.24,1,1,1,110593.62,0
139761477,Gamble,564,Deutschland,f,28,1,0.0,1,1,1,162428.05,0
139737387,Vagin,664,Deutschland,m,58,5,98668.18,1,1,1,60887.58,0
139881417,Hung,679,England,f,35,8,119182.73,1,0,0,121210.09,0
139806611,Duncan,625,Deutschland,m,39,2,0.0,2,1,0,100403.05,0
139725804,Biryukov,620,England,m,42,9,121490.05,1,1,1,29296.74,0
139788505,Scott,666,Deutschland,f,38,6,127043.09,1,1,1,8247.0,0
139832905,Skinner,622,England,f,58,2,0.0,2,1,1,33277.31,0
139871009,Mahon,617,Deutschland,m,74,10,0.0,2,1,1,53949.98,0
139847874,Fowler,494,England,m,27,2,0.0,2,1,0,22404.64,0
139762812,Tochukwu,626,Deutschland,m,21,1,0.0,2,1,0,66232.23,0
139712830,Padovano,721,Deutschland,m,35,10,0.0,2,1,0,71594.26,0
139882443,Jamieson,684,Deutschland,m,38,4,0.0,3,1,0,75609.84,0
139695038,Wong,461,Deutschland,f,28,8,0.0,1,1,1,103349.74,0
139862779,Hughes,630,England,m,30,3,0.0,2,0,1,10486.69,0
139787796,Watt,598,Deutschland,m,35,8,114212.6,1,1,1,74322.85,0
139814987,Chiang,559,England,m,34,0,0.0,1,1,0,182988.94,0
139890650,Yeh,500,Frankreich,m,30,2,125495.64,2,1,1,68807.47,0
139905839,Kuo,494,Frankreich,f,38,7,174937.64,1,1,0,40084.32,0
139765015,Sinclair,673,England,m,43,8,127132.96,1,0,1,6009.27,1
139908436,Kung,741,Deutschland,m,52,1,171236.3,2,0,0,21834.4,1
139798400,Matveyev,553,Frankreich,m,35,2,158584.28,2,1,0,43640.16,0
139757670,Shahan,682,Deutschland,f,27,1,97893.2,1,1,0,166144.98,0
139783373,Forbes,717,Deutschland,f,36,5,0.0,2,1,1,145551.6,0
139866156,Tuan,685,England,m,31,10,135213.71,1,1,1,125777.28,0
139679605,Fiorentino,527,England,m,53,8,0.0,1,1,1,51711.57,0
139925354,Szabados,809,Deutschland,f,39,5,0.0,1,1,0,77705.75,0
139927103,Harrison,758,Deutschland,f,34,1,154139.45,1,1,1,60728.89,0
139781648,Bruno,518,Frankreich,f,41,5,110624.99,1,1,0,89327.67,0
139719320,Monnier,576,England,m,26,8,0.0,2,0,1,34101.06,0
139815652,Onwughara,802,Deutschland,f,39,7,120145.96,2,0,1,59497.01,1
139718952,Sutherland,539,Deutschland,m,38,5,0.0,2,1,0,47388.41,0
139789653,Morrison,684,Deutschland,m,38,5,105069.98,2,1,1,198355.28,0
139725863,Rozhkova,531,Frankreich,f,32,0,109570.21,2,1,1,172049.84,0
139818253,Nikitina,606,Frankreich,f,32,1,106301.85,2,0,1,59061.25,0
139815006,Walker,774,Deutschland,m,40,9,93017.47,2,1,0,191608.97,0
139779075,Cocci,703,Deutschland,f,42,7,0.0,2,0,1,72500.68,0
139782341,Anderson,740,Deutschland,f,60,5,108028.08,2,0,0,25980.42,1
139688371,Wolfe,573,Deutschland,f,23,2,0.0,1,1,0,122964.18,0
139799694,Kang,767,Deutschland,m,43,1,76408.85,2,1,0,77837.63,0
139707317,Nnanna,666,England,f,36,6,0.0,2,1,0,176692.87,0
139871899,Chukwuma,731,Deutschland,f,38,10,123711.73,2,1,0,171340.68,1
139731375,Wood,847,Deutschland,m,66,7,123760.68,1,0,1,53157.16,0
139749160,He,704,Frankreich,m,41,4,109026.8,2,1,1,43117.1,0
139803283,Sinclair,505,Frankreich,f,37,6,159863.9,2,0,1,125307.87,0
139765395,Hill,581,Frankreich,f,38,3,135157.05,1,1,1,32919.42,0
139871184,Nekrasov,591,Frankreich,f,34,4,150635.3,1,1,1,72274.84,0
139775407,Wilson,561,Deutschland,m,37,5,0.0,2,1,0,83093.25,0
139707454,Berry,529,England,m,34,9,0.0,1,1,1,93208.22,0
139870693,Macleod,745,Frankreich,m,51,3,99183.9,1,1,1,28922.25,0
139923516,Shaw,529,Deutschland,f,31,7,0.0,2,1,1,175697.87,0
139902187,Pope,850,Deutschland,f,34,9,92899.27,2,1,0,97465.89,0
139897485,Marino,706,Frankreich,f,44,2,185932.18,2,1,0,65413.41,0
139708243,Ch'eng,779,Frankreich,m,33,1,158456.76,1,1,1,197000.92,1
139858007,Real,566,Deutschland,m,42,3,108010.78,1,1,1,157486.1,0
139805572,Feng,569,Frankreich,f,28,3,100032.52,1,1,0,5159.21,1
139855487,Calabrese,572,Frankreich,m,47,4,99353.42,1,1,0,196549.85,1
139835712,Crawford,670,Deutschland,m,25,7,0.0,2,1,1,144723.38,0
139830613,K'ung,679,Deutschland,f,30,1,112543.42,1,1,1,179435.21,0
139769601,Claypool,672,Frankreich,f,23,10,110741.56,1,1,0,80778.5,0
139722244,Chikelu,648,Frankreich,m,41,5,123049.21,1,0,1,5066.76,0
139704437,Sopuluchukwu,651,Deutschland,f,65,0,0.0,2,1,1,190454.04,0
139793984,Chukwuma,616,England,f,36,6,132311.71,1,0,0,15462.84,0
139898972,Odili,592,England,m,38,0,0.0,1,1,0,65986.48,1
139833236,Pirozzi,510,Frankreich,f,50,7,123936.54,1,1,1,23768.01,0
139924363,Thomson,607,Frankreich,m,40,5,90594.55,1,0,1,181598.25,0
139757036,Nicholson,599,Deutschland,f,41,2,91328.71,1,1,0,115724.78,0
139895934,Stewart,725,Deutschland,f,31,6,0.0,1,0,0,61326.43,0
139831299,Ts'ui,646,Deutschland,f,45,3,47134.75,1,1,1,57236.44,0
139880755,Fanucci,557,England,m,48,10,0.0,2,1,1,185094.48,0
139864672,Reid,802,Deutschland,m,29,9,127414.55,1,1,1,134459.12,0
139734964,Otoole,838,England,m,43,9,123105.88,2,1,0,145765.83,0
139892741,Sinclair,808,Frankreich,m,39,3,124216.93,1,0,1,171442.36,0
139806024,Tuan,807,England,m,42,5,0.0,2,1,1,74900.9,0
139726377,Genovese,625,Frankreich,f,37,4,142711.81,1,1,0,35625.41,0
139731566,Zikoranachukwudimma,605,Deutschland,m,39,6,111169.91,1,0,0,9641.4,0
139914003,Parrott,470,England,f,48,6,140576.11,1,1,1,116971.05,0
139678006,Norman,777,Deutschland,f,30,4,137851.31,1,1,0,5008.23,1
139837933,Stone,782,England,m,52,4,0.0,1,1,1,52759.82,1
139686953,Eva,659,Deutschland,f,32,2,155584.21,1,0,1,153662.88,0
139853947,Chiebuka,593,Deutschland,m,36,2,70181.48,2,1,0,80608.12,0
139825426,Kazantseva,780,Frankreich,m,34,5,94108.54,2,1,0,177235.21,0
139908736,Akeroyd,677,Deutschland,f,25,3,0.0,2,1,0,179608.96,0
139810873,Mackenzie,618,Deutschland,f,35,10,0.0,2,1,0,180439.75,0
139778445,Holland,666,England,m,43,5,0.0,2,1,0,29346.1,0
139717753,Nnaife,823,Deutschland,m,71,5,149105.08,1,0,1,162683.06,0
139758534,Tsao,725,Frankreich,m,19,0,75888.2,1,0,0,45613.75,0
139757705,Lambert,622,Deutschland,m,31,7,0.0,1,1,0,35408.77,0
139726130,Lettiere,677,Frankreich,f,44,4,148770.61,2,1,1,191057.76,0
139856709,Toscani,434,England,m,55,6,0.0,1,0,1,73562.05,1
139813581,Palerma,510,Deutschland,f,22,3,156834.34,1,0,0,44374.44,0
139736838,Brown,585,Deutschland,f,28,6,105795.9,1,1,1,41219.09,0
139732878,McKenzie,623,Deutschland,f,39,1,160903.2,1,0,0,78774.36,0
139745017,Lorenzo,730,Deutschland,f,41,4,167545.32,1,1,0,128246.81,0
139834659,Ball,623,Frankreich,m,33,2,80002.33,1,1,1,104079.62,0
139748199,Shaw,545,Deutschland,m,23,2,0.0,2,1,0,189613.12,0
139754564,Onodugoadiegbemma,753,Frankreich,f,35,5,82453.96,2,0,0,18254.75,0
139772131,Ugorji,701,England,f,35,9,0.0,2,0,0,170996.86,0
139726256,Yobachukwu,777,Frankreich,f,46,0,107362.8,1,1,0,487.3,0
139848851,Caraway,703,Deutschland,f,41,6,109941.51,1,1,0,116267.28,0
139814232,Chiedozie,548,Frankreich,m,32,5,175214.71,1,1,1,155165.61,0
139690777,Chu,769,Frankreich,f,45,5,126674.81,1,1,0,124118.71,1
139700647,Christmas,591,Deutschland,m,33,9,131765.72,1,1,0,118782.06,0
139846664,Spitzer,697,Deutschland,f,42,10,0.0,2,1,0,61312.15,0
139758412,Yermakova,776,England,m,33,2,0.0,2,1,1,176921.0,0
139821970,Shoobridge,782,Deutschland,f,35,4,0.0,1,1,1,119565.34,0
139924635,Chukwudi,494,Deutschland,m,25,6,0.0,2,0,1,109988.09,0
139859205,Alexander,609,Deutschland,m,32,7,118520.41,1,0,0,3815.48,0
139839300,Ts'ao,635,England,m,41,1,0.0,2,1,0,175611.5,0
139752268,Fraser,695,England,m,46,3,122549.64,1,1,1,56297.85,0
139850077,Amaechi,533,Deutschland,m,47,9,83347.25,1,1,1,137696.25,0
139852859,Li,707,Deutschland,m,42,2,16893.59,1,1,1,77502.56,0
139917212,Toscano,656,England,m,33,4,0.0,2,1,0,116706.0,0
139706482,Tsou,545,Frankreich,f,37,8,114754.08,1,1,0,136050.44,1
139864396,Ratten,634,Deutschland,m,45,9,0.0,2,0,0,17622.82,0
139722000,Johnstone,695,England,f,35,7,79858.13,2,1,1,127977.66,0
139840048,Evans,697,Deutschland,m,40,4,0.0,2,0,1,26543.28,0
139870733,Baker,620,England,m,29,9,0.0,2,1,0,13133.88,0
139737262,Potter,625,Deutschland,f,38,7,0.0,1,1,0,164804.02,0
139710978,Matveyeva,678,England,m,28,5,138668.18,1,1,1,54144.01,0
139680358,Foster,681,Deutschland,m,38,6,153722.47,1,1,0,101319.76,0
139752618,Fiorentino,701,Frankreich,m,63,3,120916.52,3,0,0,144727.45,1
139875727,Bukowski,714,England,m,27,3,0.0,3,1,1,129130.09,0
139710383,Nwabugwu,681,Frankreich,m,38,6,181804.34,2,1,1,57517.71,0
139710138,Ma,834,Frankreich,f,68,9,130169.27,2,0,1,93112.2,0
139728276,Wan,678,England,m,27,2,0.0,2,1,1,13221.25,0
139775328,Dulhunty,741,Deutschland,m,32,5,0.0,1,1,1,64839.23,0
139790692,Crotty,351,Frankreich,f,57,4,163146.46,1,1,0,169621.69,1
139697626,Young,561,Deutschland,f,35,5,0.0,2,1,0,59981.62,0
139704013,Adams,773,England,f,23,8,0.0,2,1,0,56759.79,0
139868749,Isayeva,738,England,m,49,3,0.0,3,1,1,65066.48,1
139860240,Ross,636,England,f,33,0,0.0,1,1,0,92277.47,1
139872217,Cremonesi,519,Deutschland,f,21,1,146329.57,2,1,1,194867.27,0
139801522,Medvedev,591,England,m,30,8,124857.69,2,0,0,50485.7,0
139925679,Izmailov,537,England,f,38,1,96939.06,1,1,1,102606.92,0
139712224,Allen,699,Frankreich,m,34,4,185173.81,2,1,0,120834.48,0
139692315,Gordon,761,Frankreich,f,38,1,120530.13,2,1,0,109394.62,0
139840266,Franklin,836,England,f,37,10,0.0,2,1,0,111324.41,0
139686834,Chimaobim,677,Deutschland,f,37,3,0.0,2,1,1,38252.25,0
139776457,Koch,458,England,m,36,5,0.0,2,1,0,79723.78,0
139814586,Gay,820,Deutschland,f,29,3,82344.84,1,0,1,115985.38,0
139751108,Yuan,846,England,m,61,0,0.0,2,1,1,96202.44,0
139882665,Huang,779,Deutschland,f,42,5,0.0,2,0,0,25951.91,0
139925083,Marino,642,Deutschland,f,40,7,0.0,2,1,0,10712.82,0
139766879,Tretiakova,839,Frankreich,m,47,2,136911.07,1,1,1,168184.62,1
139809145,Ross,730,England,m,29,2,0.0,2,1,0,14174.09,0
139926200,Ricci,477,England,m,31,9,0.0,2,0,1,184061.17,0
139698402,Chigbogu,468,Deutschland,f,42,5,0.0,2,1,0,125305.34,0
139920752,Beers,689,England,f,40,5,154251.67,1,0,1,118319.5,0
139897639,Jones,555,Deutschland,f,44,3,105770.7,3,1,0,60533.96,1
139751820,McLean,526,Deutschland,f,36,0,0.0,2,1,0,97767.63,0
139764696,Lynton,704,England,m,48,8,167997.6,1,1,1,173498.45,0
139912216,Bell,648,England,f,28,9,102282.61,1,1,1,157891.11,0
139806918,Kosisochukwu,645,Deutschland,m,29,1,130131.08,2,0,1,196474.35,0
139859403,Chu,733,Deutschland,m,33,3,0.0,1,1,1,7666.73,0
139873661,Browne,701,Deutschland,f,39,9,0.0,2,0,1,145894.9,0
